seq1312	seq1312
seq40794	seq6616
seq40794	seq189208
seq40794	seq6650
seq40794	seq6651
seq40922	seq40922
seq40922	seq40836
seq41050	seq41050
seq41050	seq41043
seq41050	seq30184
seq41050	seq1859
seq41050	seq30185
seq41050	seq97833
seq41050	seq97834
seq41050	seq50252
seq41050	seq1869
seq41050	seq25773
seq41050	seq50253
seq41050	seq25774
seq41050	seq167225
seq41050	seq167226
seq41050	seq167164
seq41050	seq167165
seq41050	seq191401
seq41050	seq191400
seq41050	seq191373
seq41050	seq191374
seq41050	seq1870
seq41050	seq1858
seq41050	seq3253
seq41050	seq3252
seq41178	seq41178
seq41210	seq41210
seq41210	seq41297
seq41210	seq41282
seq41210	seq41425
seq41210	seq41298
seq41210	seq41283
seq41210	seq41426
seq41466	seq41466
seq41466	seq121380
seq41466	seq165860
seq41466	seq17958
seq41466	seq172711
seq41466	seq18030
seq41466	seq173518
seq41466	seq148784
seq41466	seq30419
seq41466	seq121560
seq41466	seq165752
seq41466	seq4250
seq41466	seq148826
seq41466	seq4251
seq41466	seq41467
seq41466	seq165949
seq41466	seq165950
seq42042	seq42042
seq42042	seq42126
seq42042	seq42127
seq42042	seq42041
seq42042	seq41914
seq42042	seq41915
seq42618	seq42618
seq42618	seq195782
seq42618	seq105408
seq42618	seq57640
seq42618	seq57641
seq42618	seq60650
seq42618	seq128267
seq42618	seq200336
seq42618	seq216273
seq42618	seq216274
seq42618	seq174037
seq42618	seq195831
seq42618	seq195833
seq42618	seq57500
seq42618	seq57628
seq42618	seq57501
seq42618	seq57629
seq42618	seq60637
seq42618	seq40693
seq55610	seq55610
seq55706	seq55706
seq55706	seq55575
seq55706	seq45346
seq55706	seq154752
seq55706	seq7202
seq55706	seq207235
seq55706	seq66629
seq55706	seq86950
seq55706	seq169862
seq55706	seq27080
seq55706	seq133736
seq55706	seq154632
seq55706	seq105289
seq55706	seq66538
seq55706	seq70219
seq55706	seq7279
seq55706	seq210514
seq55706	seq183348
seq55706	seq109271
seq55706	seq28344
seq55706	seq146778
seq55706	seq207290
seq55706	seq104092
seq55706	seq66493
seq56058	seq56058
seq56058	seq37226
seq56058	seq121647
seq56058	seq202212
seq56058	seq202159
seq56058	seq202260
seq56058	seq93046
seq56058	seq37157
seq56058	seq45889
seq56058	seq174695
seq56058	seq174792
seq56058	seq92876
seq56058	seq127500
seq56058	seq127501
seq56058	seq127642
seq56058	seq37246
seq56154	seq56154
seq56154	seq56104
seq56154	seq56105
seq56250	seq56250
seq56250	seq119449
seq56250	seq119450
seq56250	seq56251
seq56250	seq119451
seq56250	seq119452
seq56282	seq56282
seq56282	seq174417
seq56378	seq56378
seq56378	seq56513
seq56378	seq172545
seq56378	seq56523
seq56378	seq172339
seq56378	seq172539
seq56378	seq172420
seq56378	seq56492
seq56602	seq56602
seq56602	seq56518
seq56602	seq182525
seq56602	seq56522
seq56602	seq182506
seq56602	seq182539
seq56602	seq56526
seq57402	seq57402
seq57562	seq57562
seq57562	seq171491
seq57562	seq171492
seq57562	seq171435
seq57562	seq57563
seq57562	seq137928
seq57594	seq57594
seq57658	seq57658
seq57658	seq57657
seq58554	seq58554
seq58554	seq58553
seq58586	seq58586
seq58586	seq58467
seq58586	seq58531
seq58586	seq58468
seq58586	seq58532
seq58586	seq58471
seq58586	seq58472
seq58586	seq58445
seq58586	seq58446
seq58586	seq58574
seq58586	seq58606
seq58586	seq58607
seq58586	seq58486
seq58586	seq58487
seq58586	seq58551
seq58586	seq58552
seq58586	seq58522
seq58586	seq58523
seq58586	seq58587
seq71738	seq71738
seq71738	seq97384
seq71738	seq52077
seq71738	seq52033
seq71738	seq174267
seq71738	seq154982
seq71738	seq154983
seq71738	seq174268
seq71898	seq71898
seq71898	seq71897
seq71994	seq71994
seq72122	seq72122
seq72122	seq72121
seq72282	seq72282
seq72282	seq72086
seq72282	seq205868
seq72282	seq205800
seq72282	seq205686
seq72282	seq205855
seq72634	seq72634
seq72634	seq72633
seq72666	seq72666
seq72794	seq72794
seq72794	seq72793
seq73114	seq73114
seq73530	seq73530
seq73594	seq73594
seq74074	seq74074
seq74426	seq74426
seq74426	seq84452
seq74426	seq114053
seq74426	seq84463
seq74426	seq106129
seq74426	seq52947
seq74426	seq52946
seq74426	seq74259
seq74426	seq74260
seq74426	seq74389
seq74426	seq74390
seq74426	seq113971
seq74426	seq84500
seq74426	seq84311
seq74426	seq114135
seq84346	seq84346
seq84346	seq84283
seq84346	seq201003
seq84346	seq84464
seq84346	seq84508
seq84346	seq84507
seq84346	seq179038
seq84410	seq84410
seq84410	seq173826
seq84410	seq173827
seq84410	seq173908
seq84410	seq173909
seq84410	seq84411
seq84474	seq84474
seq84474	seq161893
seq84474	seq84391
seq84474	seq11475
seq84474	seq6779
seq84474	seq84349
seq84570	seq84570
seq85274	seq85274
seq85274	seq85324
seq85274	seq85275
seq85466	seq85466
seq86266	seq86266
seq86266	seq86210
seq86266	seq86279
seq86266	seq86267
seq86362	seq86362
seq86362	seq86363
seq86362	seq86397
seq86458	seq86458
seq86458	seq136553
seq86586	seq86586
seq86650	seq86650
seq86650	seq86732
seq86650	seq86733
seq86650	seq86649
seq86682	seq86682
seq86682	seq196800
seq86682	seq190048
seq86682	seq196664
seq86682	seq86681
seq86682	seq196665
seq86682	seq190047
seq86682	seq196799
seq86746	seq86746
seq86778	seq86778
seq86842	seq86842
seq97146	seq97146
seq97146	seq97048
seq97146	seq97049
seq97146	seq97147
seq97306	seq97306
seq97306	seq198747
seq97306	seq99041
seq97306	seq198779
seq97306	seq54626
seq97626	seq97626
seq97786	seq97786
seq97786	seq18985
seq97914	seq97914
seq97914	seq169319
seq97914	seq97897
seq97914	seq98025
seq97914	seq97898
seq97914	seq98026
seq97914	seq97882
seq97914	seq97946
seq97914	seq169306
seq97914	seq97947
seq97914	seq169307
seq97914	seq59773
seq97914	seq97950
seq97914	seq59679
seq97914	seq59680
seq97914	seq97883
seq97914	seq97951
seq98522	seq98522
seq98522	seq98521
seq98746	seq98746
seq99194	seq99194
seq99194	seq76464
seq99706	seq99706
seq99706	seq99691
seq99706	seq99692
seq99770	seq99770
seq99770	seq99908
seq99770	seq99977
seq99770	seq159753
seq99770	seq99978
seq99770	seq159788
seq99770	seq159789
seq99770	seq99859
seq99770	seq99923
seq99770	seq99860
seq99770	seq159765
seq99770	seq99771
seq110362	seq110362
seq110362	seq110382
seq110362	seq110255
seq110362	seq110480
seq110362	seq110481
seq110362	seq110297
seq110362	seq110298
seq110362	seq110363
seq110458	seq110458
seq110458	seq110374
seq110458	seq110445
seq110906	seq110906
seq110906	seq110905
seq110938	seq110938
seq110938	seq181921
seq110938	seq99641
seq110938	seq99715
seq110938	seq99716
seq110938	seq99642
seq110938	seq213538
seq110938	seq213653
seq110938	seq213537
seq110938	seq213654
seq111258	seq111258
seq111258	seq16004
seq111258	seq15961
seq111578	seq111578
seq111578	seq111619
seq111578	seq111577
seq111578	seq111620
seq111834	seq111834
seq111834	seq111672
seq111834	seq111673
seq111834	seq111898
seq111834	seq111899
seq111834	seq179546
seq111834	seq179561
seq111834	seq118568
seq111834	seq118648
seq111834	seq179594
seq111834	seq179547
seq112410	seq112410
seq112410	seq112390
seq112410	seq112334
seq112410	seq112335
seq112410	seq112144
seq112410	seq112468
seq112410	seq112342
seq112410	seq112406
seq112410	seq112407
seq112410	seq112411
seq112410	seq112391
seq112410	seq112469
seq112410	seq112143
seq112570	seq112570
seq112570	seq112626
seq112570	seq136891
seq112570	seq194465
seq112570	seq194538
seq112570	seq194507
seq112570	seq194539
seq112570	seq34412
seq112570	seq194508
seq112570	seq63096
seq112570	seq112569
seq112954	seq112954
seq112986	seq112986
seq112986	seq14138
seq116346	seq116346
seq116506	seq116506
seq116506	seq116505
seq116698	seq116698
seq116794	seq116794
seq116794	seq211522
seq116794	seq133479
seq116794	seq211469
seq116794	seq156919
seq117082	seq117082
seq117146	seq117146
seq117146	seq107561
seq117146	seq162413
seq117146	seq47413
seq117146	seq140124
seq117146	seq140408
seq117146	seq140188
seq117146	seq140412
seq117338	seq117338
seq117338	seq117483
seq117434	seq117434
seq117466	seq117466
seq117466	seq117465
seq118586	seq118586
seq118586	seq139710
seq118586	seq215478
seq118938	seq118938
seq118938	seq118867
seq118938	seq199557
seq132410	seq132410
seq132410	seq69478
seq132410	seq132334
seq132410	seq144431
seq132410	seq171570
seq132410	seq103733
seq132410	seq69468
seq132410	seq144445
seq132954	seq132954
seq133242	seq133242
seq133242	seq133241
seq70966	seq70966
seq70966	seq17709
seq70966	seq187447
seq70966	seq71034
seq70966	seq17535
seq70966	seq187139
seq70966	seq133759
seq70966	seq17720
seq71286	seq71286
seq71286	seq71201
seq71286	seq71202
seq71286	seq71287
seq71286	seq71351
seq84502	seq84502
seq84502	seq84443
seq84694	seq84694
seq84694	seq84800
seq84694	seq84801
seq84694	seq84695
seq84694	seq93213
seq84694	seq93214
seq85110	seq85110
seq85110	seq176960
seq85110	seq85111
seq85110	seq176959
seq85366	seq85366
seq85366	seq85399
seq85366	seq101638
seq85366	seq101639
seq85366	seq101745
seq85366	seq101746
seq85366	seq86581
seq85366	seq101782
seq85366	seq84832
seq85366	seq141864
seq85366	seq141863
seq85366	seq32842
seq85366	seq32841
seq85622	seq85622
seq85718	seq85718
seq85718	seq85798
seq85718	seq85930
seq86038	seq86038
seq86038	seq86037
seq86070	seq86070
seq86070	seq86051
seq86070	seq86113
seq86838	seq86838
seq86838	seq179312
seq86838	seq86837
seq86838	seq179313
seq86838	seq162091
seq86838	seq115064
seq86966	seq86966
seq86966	seq127633
seq86966	seq127405
seq86966	seq183016
seq86966	seq183017
seq86966	seq133420
seq86966	seq127632
seq86966	seq133301
seq86966	seq183061
seq86966	seq133302
seq86966	seq183062
seq86966	seq207000
seq86966	seq207001
seq86966	seq206973
seq86966	seq206974
seq86966	seq217192
seq86966	seq217191
seq87126	seq87126
seq87126	seq179279
seq87126	seq87125
seq87318	seq87318
seq87382	seq87382
seq87382	seq87400
seq87382	seq61592
seq87382	seq61624
seq87382	seq61601
seq87382	seq61602
seq87382	seq87401
seq87382	seq130032
seq87382	seq87381
seq87382	seq61593
seq97238	seq97238
seq97238	seq97237
seq97238	seq204109
seq97238	seq146325
seq97238	seq187865
seq97238	seq187866
seq97238	seq208106
seq97334	seq97334
seq97334	seq97291
seq97334	seq130502
seq97942	seq97942
seq97942	seq97826
seq97942	seq97827
seq97942	seq97797
seq97942	seq97798
seq97942	seq97864
seq97942	seq98004
seq97942	seq98005
seq97942	seq97783
seq97942	seq97943
seq97942	seq97880
seq97942	seq97881
seq97942	seq97819
seq97942	seq98011
seq97942	seq97820
seq97942	seq97852
seq97942	seq98012
seq97942	seq97853
seq98262	seq98262
seq98262	seq98323
seq98358	seq98358
seq98358	seq98357
seq98358	seq186202
seq98358	seq171138
seq98358	seq171139
seq98358	seq170801
seq98358	seq186203
seq98454	seq98454
seq98582	seq98582
seq99574	seq99574
seq99574	seq99479
seq99574	seq99474
seq99574	seq99475
seq99574	seq99573
seq99574	seq99480
seq99574	seq99451
seq100150	seq100150
seq100150	seq201253
seq100150	seq216183
seq100150	seq201254
seq100150	seq216182
seq100150	seq100151
seq100150	seq201272
seq100150	seq201273
seq113078	seq113078
seq113078	seq51424
seq113206	seq113206
seq113206	seq139604
seq113206	seq113207
seq113206	seq139508
seq113206	seq139509
seq113206	seq139605
seq114390	seq114390
seq114390	seq114500
seq114390	seq114501
seq114390	seq114389
seq114390	seq76398
seq114390	seq76331
seq114390	seq76332
seq114390	seq76399
seq114710	seq114710
seq114774	seq114774
seq114774	seq114773
seq115062	seq115062
seq115062	seq114985
seq115062	seq114986
seq115062	seq115063
seq116022	seq116022
seq116022	seq176897
seq116022	seq176898
seq116022	seq115892
seq116022	seq115893
seq116022	seq116055
seq116022	seq116056
seq116022	seq74819
seq116022	seq74820
seq116022	seq74674
seq116022	seq74675
seq116022	seq109226
seq116022	seq116729
seq116022	seq104094
seq116022	seq75465
seq122870	seq122870
seq122870	seq122869
seq123318	seq123318
seq123318	seq123346
seq123702	seq123702
seq123702	seq150920
seq123702	seq123703
seq123702	seq150921
seq124502	seq124502
seq124502	seq95712
seq124502	seq8463
seq124502	seq159328
seq124502	seq159329
seq124502	seq159437
seq124502	seq159438
seq124502	seq140167
seq124502	seq140578
seq124502	seq140579
seq124502	seq140168
seq124502	seq186575
seq124502	seq93251
seq124502	seq48843
seq124502	seq191202
seq124502	seq93252
seq124502	seq186574
seq124502	seq93360
seq124502	seq48988
seq124502	seq197999
seq124502	seq197998
seq124502	seq150128
seq124502	seq55665
seq124502	seq186545
seq124502	seq186544
seq124502	seq81202
seq124502	seq81216
seq124502	seq81203
seq124502	seq43283
seq124502	seq43282
seq124502	seq140826
seq124502	seq188677
seq124502	seq92256
seq124502	seq103298
seq124502	seq121762
seq124502	seq175011
seq124502	seq175010
seq124502	seq188803
seq124502	seq113092
seq124502	seq90405
seq124502	seq90404
seq124502	seq200646
seq124502	seq200647
seq124502	seq29843
seq124502	seq29844
seq124502	seq203944
seq124502	seq39685
seq124502	seq167932
seq124502	seq13992
seq124502	seq13991
seq124502	seq38024
seq124502	seq38025
seq124502	seq188649
seq124502	seq37966
seq124502	seq37967
seq124502	seq49105
seq124502	seq54920
seq124502	seq188648
seq124502	seq54921
seq124502	seq118109
seq124502	seq30378
seq124502	seq112971
seq124502	seq188683
seq124502	seq188682
seq124502	seq54798
seq124502	seq80561
seq124502	seq203787
seq124502	seq188689
seq124502	seq86130
seq124502	seq17769
seq124502	seq86066
seq124502	seq200754
seq124502	seq92087
seq124502	seq18234
seq124502	seq18235
seq124502	seq188658
seq124502	seq188690
seq124502	seq92339
seq124502	seq19928
seq124502	seq113242
seq124502	seq197596
seq124502	seq197595
seq124502	seq49022
seq124502	seq49023
seq124502	seq47366
seq124502	seq47365
seq124502	seq179429
seq124502	seq179430
seq124502	seq47466
seq124502	seq47467
seq124502	seq966
seq124502	seq86061
seq124502	seq86060
seq125014	seq125014
seq125014	seq124872
seq125014	seq124873
seq125014	seq124906
seq125014	seq124907
seq125014	seq124827
seq125526	seq125526
seq125526	seq125525
seq125590	seq125590
seq125590	seq198409
seq125590	seq125683
seq125590	seq72565
seq125590	seq72502
seq125590	seq72601
seq125654	seq125654
seq125654	seq125730
seq125654	seq12840
seq125654	seq52329
seq125654	seq136192
seq125654	seq158881
seq125654	seq158797
seq125654	seq207123
seq125654	seq136149
seq125654	seq207063
seq125654	seq158814
seq125654	seq158763
seq125654	seq12693
seq125654	seq67127
seq138806	seq138806
seq138806	seq138755
seq138806	seq138694
seq138806	seq138695
seq138806	seq138794
seq138806	seq138795
seq138806	seq138807
seq139126	seq139126
seq139766	seq139766
seq139766	seq101452
seq139766	seq101529
seq139830	seq139830
seq140118	seq140118
seq140118	seq140360
seq140150	seq140150
seq140150	seq139954
seq140150	seq140268
seq140566	seq140566
seq140566	seq140098
seq140566	seq140611
seq140566	seq140377
seq140598	seq140598
seq140598	seq140144
seq140598	seq140597
seq140598	seq159799
seq140598	seq159658
seq140598	seq159659
seq140598	seq159800
seq140598	seq172600
seq140598	seq138908
seq140598	seq138976
seq140598	seq138975
seq140950	seq140950
seq140982	seq140982
seq141078	seq141078
seq141078	seq127458
seq141078	seq138021
seq141078	seq23497
seq141078	seq141102
seq141078	seq23415
seq141078	seq127423
seq141078	seq33144
seq141366	seq141366
seq141366	seq141365
seq141462	seq141462
seq141654	seq141654
seq141750	seq141750
seq141750	seq141421
seq141750	seq141751
seq141750	seq141724
seq141750	seq141725
seq141846	seq141846
seq141846	seq141921
seq148502	seq148502
seq148502	seq86886
seq148502	seq173833
seq148502	seq86907
seq148502	seq173947
seq148502	seq173948
seq148502	seq173832
seq148502	seq86885
seq148502	seq86906
seq148502	seq148503
seq148502	seq128145
seq148502	seq128169
seq148502	seq128170
seq148502	seq133801
seq148502	seq39872
seq148502	seq133952
seq148502	seq133921
seq148502	seq133922
seq148502	seq39752
seq148502	seq39753
seq148502	seq133802
seq148502	seq39948
seq148502	seq133964
seq148502	seq39695
seq148502	seq39696
seq148502	seq133904
seq148502	seq133968
seq148502	seq133905
seq148502	seq133969
seq148502	seq133874
seq148502	seq133779
seq148502	seq133780
seq148502	seq133977
seq148502	seq133978
seq148502	seq39867
seq148502	seq39868
seq148502	seq133948
seq148502	seq133757
seq148502	seq133949
seq148502	seq39838
seq148502	seq133758
seq148502	seq39839
seq148502	seq39871
seq148502	seq2469
seq148502	seq134021
seq148502	seq133984
seq148502	seq133985
seq148502	seq133894
seq148502	seq134022
seq148502	seq133895
seq148502	seq133834
seq148502	seq133902
seq148502	seq134005
seq148502	seq134006
seq148502	seq133819
seq148502	seq133820
seq148502	seq2316
seq148502	seq204768
seq148502	seq62273
seq148502	seq62274
seq148502	seq2435
seq148502	seq2468
seq148502	seq62084
seq148502	seq62309
seq148502	seq62310
seq148502	seq2412
seq148502	seq2510
seq148502	seq2384
seq148502	seq62160
seq148502	seq2385
seq148502	seq62163
seq148502	seq62164
seq148502	seq62165
seq148502	seq92725
seq148502	seq2390
seq148502	seq62166
seq148502	seq124310
seq148502	seq2487
seq148502	seq204858
seq148502	seq2430
seq148502	seq204767
seq148502	seq39949
seq148502	seq39786
seq148502	seq133875
seq148502	seq133746
seq148502	seq213876
seq148502	seq2486
seq148502	seq2413
seq148502	seq2429
seq148502	seq2436
seq148502	seq204938
seq148502	seq2391
seq148502	seq172149
seq148502	seq203478
seq148502	seq213886
seq148502	seq213768
seq148502	seq213769
seq148502	seq213760
seq148502	seq73472
seq148502	seq73313
seq148502	seq73314
seq148502	seq133890
seq148502	seq133891
seq148502	seq73477
seq148502	seq213925
seq148502	seq213798
seq148502	seq213926
seq148502	seq213799
seq148502	seq73480
seq148502	seq73481
seq148502	seq134068
seq148502	seq213909
seq148502	seq73335
seq148502	seq73336
seq148502	seq213817
seq148502	seq213818
seq148502	seq73340
seq148502	seq73471
seq148502	seq213759
seq148502	seq42558
seq148502	seq42569
seq148502	seq42493
seq148534	seq148534
seq148534	seq137568
seq148534	seq86913
seq148534	seq137569
seq148534	seq86818
seq148534	seq81417
seq148534	seq86857
seq148534	seq72426
seq148534	seq137578
seq148534	seq72427
seq148534	seq137579
seq148534	seq86860
seq148534	seq137646
seq148534	seq137647
seq148534	seq81492
seq148534	seq81493
seq148534	seq86839
seq148534	seq148535
seq148534	seq86843
seq148534	seq137467
seq148534	seq86844
seq148534	seq137468
seq148534	seq86813
seq148534	seq137469
seq148534	seq86814
seq148534	seq137470
seq148534	seq148510
seq148534	seq106401
seq148534	seq154472
seq148534	seq154536
seq148534	seq25468
seq148534	seq209451
seq148534	seq209632
seq148534	seq209452
seq148534	seq209631
seq148694	seq148694
seq148694	seq148711
seq148694	seq148712
seq148694	seq148567
seq148694	seq148695
seq148694	seq90369
seq148694	seq90370
seq148694	seq177773
seq148694	seq179181
seq148694	seq179126
seq148694	seq179127
seq148694	seq179288
seq148790	seq148790
seq148790	seq111530
seq148790	seq148788
seq148790	seq111531
seq148790	seq185330
seq148790	seq111514
seq148790	seq148816
seq148790	seq111545
seq148790	seq207229
seq148854	seq148854
seq148982	seq148982
seq148982	seq175972
seq148982	seq176036
seq148982	seq175973
seq148982	seq176005
seq148982	seq176037
seq148982	seq176006
seq148982	seq149167
seq148982	seq149168
seq148982	seq148983
seq148982	seq176024
seq148982	seq176025
seq148982	seq175933
seq148982	seq176061
seq148982	seq175934
seq148982	seq175966
seq148982	seq176062
seq148982	seq175967
seq148982	seq176063
seq149014	seq149014
seq149014	seq149152
seq149014	seq148961
seq149014	seq149153
seq149014	seq148962
seq149014	seq149123
seq149014	seq149124
seq149014	seq134257
seq149302	seq149302
seq149302	seq22273
seq149302	seq22340
seq149302	seq22341
seq149302	seq149303
seq149302	seq165986
seq149302	seq185009
seq150070	seq150070
seq150070	seq150057
seq150134	seq150134
seq150134	seq150023
seq150134	seq196395
seq150134	seq196394
seq150550	seq150550
seq150550	seq150796
seq150582	seq150582
seq150582	seq150525
seq151414	seq151414
seq151414	seq193537
seq151414	seq208135
seq151414	seq141678
seq151414	seq141525
seq164758	seq164758
seq164758	seq164745
seq165078	seq165078
seq165078	seq135616
seq165078	seq135586
seq165078	seq135587
seq165078	seq135757
seq165078	seq135758
seq165078	seq173040
seq165078	seq4561
seq165078	seq128882
seq165078	seq165079
seq165078	seq165143
seq165078	seq135640
seq165078	seq165080
seq165078	seq165144
seq165078	seq135577
seq165078	seq135641
seq165078	seq211641
seq165078	seq135578
seq165078	seq165083
seq165078	seq122268
seq165078	seq165084
seq165078	seq122269
seq165078	seq135677
seq165078	seq173053
seq165078	seq135678
seq165078	seq135615
seq165078	seq32650
seq165078	seq59876
seq165078	seq59877
seq165078	seq151141
seq165078	seq32615
seq165078	seq32651
seq165078	seq4658
seq165078	seq4659
seq165078	seq4691
seq165078	seq4598
seq165078	seq4567
seq165078	seq4599
seq165078	seq4568
seq165078	seq59932
seq165078	seq59933
seq165078	seq59902
seq165078	seq59998
seq165078	seq59903
seq165078	seq145707
seq165078	seq145606
seq165078	seq145578
seq165078	seq145579
seq165078	seq145708
seq165078	seq155755
seq165078	seq8690
seq165078	seq8722
seq165078	seq8723
seq165078	seq216557
seq165078	seq216556
seq165078	seq195732
seq165238	seq165238
seq165238	seq155111
seq165238	seq155097
seq165270	seq165270
seq165270	seq46946
seq165270	seq47085
seq165398	seq165398
seq165398	seq165391
seq165462	seq165462
seq165462	seq165463
seq165462	seq165372
seq165462	seq165373
seq165622	seq165622
seq165622	seq165527
seq165622	seq165528
seq165622	seq165500
seq165846	seq165846
seq165846	seq165920
seq165846	seq176225
seq165846	seq176226
seq165846	seq34725
seq165846	seq176325
seq165846	seq34726
seq165846	seq165768
seq165846	seq34732
seq165846	seq34733
seq165846	seq34703
seq165846	seq165839
seq165846	seq34704
seq165846	seq165840
seq165846	seq34710
seq165846	seq39320
seq165846	seq165818
seq165846	seq176314
seq165846	seq165819
seq165846	seq176219
seq165846	seq165919
seq165846	seq61100
seq165846	seq40994
seq165846	seq14061
seq165846	seq39412
seq165846	seq39413
seq165846	seq39319
seq165846	seq176313
seq165846	seq176218
seq166070	seq166070
seq166070	seq69933
seq166198	seq166198
seq166198	seq116131
seq166198	seq166020
seq166198	seq166021
seq166198	seq166002
seq166198	seq166003
seq166198	seq166199
seq166262	seq166262
seq166262	seq204069
seq166262	seq30438
seq166262	seq204070
seq166262	seq138952
seq166262	seq73962
seq166262	seq139026
seq166262	seq139027
seq166262	seq170517
seq166262	seq166263
seq166262	seq48093
seq166870	seq166870
seq166870	seq134886
seq166870	seq46603
seq166966	seq166966
seq166966	seq132394
seq166966	seq132395
seq166966	seq166967
seq166966	seq166938
seq166966	seq166939
seq166966	seq132381
seq166966	seq132382
seq183670	seq183670
seq183670	seq183669
seq183670	seq136485
seq183670	seq216387
seq183670	seq136486
seq183670	seq136584
seq183670	seq216427
seq183670	seq14066
seq183670	seq136562
seq183670	seq216377
seq183670	seq216378
seq183670	seq216386
seq183670	seq136585
seq183670	seq216426
seq183670	seq14067
seq183670	seq136563
seq183798	seq183798
seq183798	seq183797
seq183830	seq183830
seq183830	seq211014
seq183830	seq211008
seq183830	seq210921
seq183830	seq210922
seq183830	seq210866
seq183830	seq210867
seq183830	seq210964
seq183830	seq210999
seq183830	seq211000
seq183830	seq211007
seq184310	seq184310
seq184310	seq27360
seq184310	seq83725
seq184310	seq207762
seq184310	seq26315
seq184310	seq170825
seq184310	seq109855
seq184342	seq184342
seq184502	seq184502
seq184502	seq117003
seq184502	seq117131
seq184502	seq117004
seq184502	seq117166
seq184598	seq184598
seq184598	seq184597
seq184598	seq44163
seq184662	seq184662
seq184662	seq184619
seq184694	seq184694
seq184694	seq184695
seq184694	seq184760
seq184694	seq184761
seq184694	seq184730
seq184694	seq184731
seq184694	seq149035
seq184694	seq49248
seq184694	seq148992
seq184694	seq148993
seq184694	seq168995
seq184694	seq168996
seq184694	seq168972
seq184694	seq168973
seq184694	seq169014
seq184694	seq49143
seq184694	seq169015
seq184694	seq49177
seq184694	seq49178
seq185174	seq185174
seq185174	seq185178
seq185238	seq185238
seq185238	seq185237
seq185334	seq185334
seq185334	seq101214
seq185750	seq185750
seq185750	seq132981
seq185974	seq185974
seq185974	seq186019
seq185974	seq28483
seq185974	seq110560
seq185974	seq10112
seq185974	seq10208
seq185974	seq108480
seq185974	seq108578
seq185974	seq214216
seq185974	seq216616
seq185974	seq10249
seq185974	seq108585
seq185974	seq10250
seq185974	seq108586
seq185974	seq214414
seq185974	seq10289
seq185974	seq10290
seq185974	seq10266
seq185974	seq10203
seq185974	seq10267
seq185974	seq10204
seq185974	seq10111
seq185974	seq10207
seq185974	seq200994
seq185974	seq210798
seq185974	seq13328
seq186102	seq186102
seq196470	seq196470
seq196470	seq48322
seq196470	seq48323
seq196470	seq196431
seq196470	seq196432
seq196470	seq196469
seq196470	seq196536
seq196470	seq196537
seq196470	seq196636
seq196470	seq196637
seq197334	seq197334
seq197334	seq197333
seq197366	seq197366
seq197366	seq197429
seq197366	seq197357
seq197366	seq197268
seq197974	seq197974
seq197974	seq198111
seq198038	seq198038
seq198038	seq197995
seq198038	seq198045
seq198038	seq198145
seq198038	seq161122
seq198038	seq198211
seq198038	seq198152
seq198038	seq198131
seq198038	seq198040
seq198038	seq198009
seq198038	seq198106
seq198038	seq198108
seq198550	seq198550
seq198742	seq198742
seq198742	seq198752
seq198742	seq198944
seq198742	seq198743
seq198742	seq198751
seq198742	seq198943
seq198838	seq198838
seq198838	seq80454
seq198838	seq37133
seq198838	seq80462
seq198838	seq37232
seq198838	seq37266
seq198838	seq37139
seq198838	seq71840
seq198838	seq198942
seq198838	seq124856
seq198838	seq37243
seq198838	seq37148
seq198838	seq156186
seq198838	seq69889
seq198838	seq40939
seq198838	seq152398
seq198838	seq57653
seq199190	seq199190
seq199190	seq199189
seq209334	seq209334
seq209366	seq209366
seq209622	seq209622
seq209622	seq2594
seq209622	seq174760
seq209622	seq59663
seq209622	seq14163
seq209622	seq174675
seq209622	seq2644
seq209622	seq59636
seq209622	seq174741
seq209622	seq14202
seq209622	seq59645
seq209622	seq49303
seq209622	seq177891
seq209622	seq218093
seq209622	seq186094
seq209622	seq44790
seq209622	seq135033
seq209686	seq209686
seq209686	seq209672
seq209686	seq209673
seq209686	seq209687
seq209686	seq1432
seq209686	seq213963
seq209686	seq66937
seq210038	seq210038
seq210038	seq210037
seq210646	seq210646
seq210806	seq210806
seq210806	seq210805
seq210806	seq170442
seq210806	seq127383
seq210806	seq43271
seq210806	seq43272
seq210806	seq127384
seq210806	seq43257
seq210806	seq127259
seq211158	seq211158
seq211158	seq21058
seq211158	seq37750
seq211158	seq17952
seq211158	seq18039
seq211158	seq17951
seq211158	seq197833
seq211158	seq197765
seq211158	seq197766
seq211158	seq197834
seq211286	seq211286
seq211286	seq41964
seq211286	seq43628
seq211286	seq308
seq211286	seq163351
seq211286	seq175829
seq211286	seq125764
seq211286	seq175897
seq211286	seq16798
seq211542	seq211542
seq211670	seq211670
seq211670	seq211573
seq211670	seq211642
seq211670	seq211518
seq211670	seq211615
seq211670	seq131720
seq211670	seq198666
seq211670	seq10540
seq211670	seq10580
seq211670	seq10676
seq211670	seq162230
seq211670	seq213357
seq211670	seq213188
seq211670	seq213339
seq211670	seq100561
seq211670	seq164731
seq211670	seq211338
seq211670	seq178590
seq211670	seq173116
seq211894	seq211894
seq211894	seq211893
seq212054	seq212054
seq212054	seq212163
seq212054	seq212113
seq212054	seq212055
seq212182	seq212182
seq212182	seq212212
seq212182	seq212091
seq6999	seq6999
seq6999	seq79138
seq6999	seq6922
seq6999	seq205056
seq6999	seq37441
seq6999	seq79137
seq6999	seq123969
seq6999	seq139361
seq6999	seq210529
